Key,Source,Context,Changes,English,French,German,Klingon,Spanish
scrapFrameGroupDesc,blocks,Block,EnChanged,Used for bases. Upgrade & repair with a construction tool & iron. Upgrade more with concrete mix & others.,,Wird für Basen verwendet. Kann mit Eisen und Bauwerkzeugen aufgewertet und repariert werden. Kann mit Betonmischung und geschmiedetem Stahl weiter aufgewertet werden.,,
spotlightNailedDownPOI,blocks,Block,EnChanged,Spotlight (POI),Projecteur fixe,Scheinwerfer (POI),,Foco clavado
cntCar03SedanDamage0,blocks,Container,EnChanged,Sedan,Berline bleue,Coupé,,Sedán azul
cntCar03SedanDamage1,blocks,Container,EnChanged,Damaged Sedan,Berline bleue endommagée,Beschädigtes Coupé,,Sedán azul estropeado
cntLootCrateShamway,blocks,Container,EnChanged,Shamway Box,Caisse Shamway,Shamway-Schachtel,,Caja de Shamway
cntLootCrateShotgunMessiah,blocks,Container,EnChanged,Gunstore Box,Caisse d'armurerie,Waffenladen-Schachtel,,Caja de almacenaje de armas
cntLootCrateWorkingStiffs,blocks,Container,EnChanged,Working Stiffs Box,Caisse Working Stiffs,Working-Stiffs-Schachtel,,Embalaje de la serie Working Stiffs
plantedCorn3Harvest,blocks,Farming,EnChanged,Planted Corn 3 (Harvestable),Récolte de tige de maïs planté 2,Gepflanzte Maisstauden-Ernte 2,,Sembrado Tallo de maíz 2 Cosecha
barbedFenceDesc,blocks,Trap,EnChanged,"Barbed wire fences made from wood and iron can slow down enemies, making them easier to deal with. Place them by using the secondary action.",,"Stacheldrahtzäune aus Holz und Eisen können Gegner verlangsamen, wodurch man einfacher mit ihnen fertig wird. Platziere sie mit der sekundären Aktion.",,
barbedWireSheetDesc,blocks,Trap,EnChanged,"Barbed wire made from iron can slow down enemies, making them easier to deal with. Place it by using the secondary action.",,"Stacheldraht aus Eisen kann Gegner verlangsamen, wodurch man einfacher mit ihnen fertig wird. Platziere ihn mit der sekundären Aktion.",,
rScrapIronPlateMineDesc,blocks,Trap,EnChanged,A primitive pressure plate mine made of iron and gunpowder. Good for hobbling or killing most enemies.,,"Eine primitive Druckplattenmine aus Eisen und Schießpulver. Gut, um die meisten Gegner zu verstümmeln oder töten.",,
hungry2Desc,buffs,Buff,EnChanged,You are dying of starvation! Find something to eat!,Vous mourrez de faim.,Du bist am Verhungern! Finde etwas zu essen!,,Te estás muriendo de hambre.
hungry2Tooltip,buffs,Buff,EnChanged,You are dying of starvation! Find something to eat!,Vous mourrez de faim.,Du bist am Verhungern! Finde etwas zu essen!,,Te estás muriendo de hambre.
painkillersBuffDesc,buffs,Buff,EnChanged,You took painkillers. Stuns will affect you less now.,,,,
thirsty2Desc,buffs,Buff,EnChanged,You are dying of thirst! Find something to drink!,Vous avez très soif et devriez boire beaucoup.,Du verdurstest! Finde etwas zu trinken!,,Tienes mucha sed y deberías beber bastante líquidos.
thirsty2Tooltip,buffs,Buff,EnChanged,You are dying of thirst! Find something to drink!,Vous avez très soif et devriez boire beaucoup.,Du verdurstest! Finde etwas zu trinken!,,Tienes mucha sed y deberías beber bastante líquidos.
hazmatShirt,items,Clothes,EnChanged,Hazmat Jacket,Chemise de protection,Schutzanzugjacke,,Camisa de material peligroso
concreteMixingDesc,progression,Perk,EnChanged,Unlocks the ability to make cement. To make concrete you also need a cement mixer.,Déverrouille la possibilité de fabriquer du béton et la bétonnière.,Schaltet die Fertigung von Zement frei. Um Beton herzustellen benötigst du zusätzlich einen Zementmischer.,,Desbloquea la habilidad de crear hormigón y el mezclador de cemento.
deadShotDesc,progression,Perk,EnChanged,Shoot them dead with style!  Every rank increases your chance to blow off heads and limbs with pistols and revolvers.,Tuez-les avec classe ! Améliorez vos chances d'exploser des têtes et des membres avec votre pistolet au fil des rangs.,Erschieße sie mit Stil mit Pistolen und Revolvern! Jeder Rang erhöht die Chance Köpfe und Gliedmaßen abzuschießen.,,¡Mátalos con estilo! Aumenta las posibilidades de que el revólver haga que los sesos y las extremidades de los enemigos salgan volando con nada nivel.
theOutlawDesc,progression,Perk,EnChanged,You broke the laws of logic. Your pistol or revolver does more damage with every rank.,La logique n'a plus d'effet sur vous. Votre pistolet inflige de plus en plus de dégâts au fil des rangs.,Du hast die Gesetze der Logik gebrochen. Pistolen und Revolver verursachen mit jedem Rang mehr Schaden.,,Has quebrantado las leyes de la lógica. El revólver inflige más daño con cada nivel.
44MagnumRoundCraftingDesc,progression,Skill,EnChanged,Learn to craft .44 magnum rounds at a workbench.,Apprenez à fabriquer des cartouches de .44 magnum.,"Lerne, wie .44 Magnum Patronen gefertigt werden.",,Aprende a fabricar balas para Magnum 44.
762mmRoundCraftingDesc,progression,Skill,EnChanged,Learn to craft 7.62mm rounds at a workbench.,"Apprenez à fabriquer des cartouches de calibre 7,62 mm.","Lerne, wie 7,62 mm Patronen gefertigt werden.",,"Aprende a fabricar balas de 7,62 mm."
9mmRoundCraftingDesc,progression,Skill,EnChanged,Learn to craft 9mm rounds at a workbench.,Apprenez à fabriquer des cartouches de calibre 9 mm.,"Lerne, wie 9 mm Patronen gefertigt werden.",,Aprende a fabricar balas de 9mm.
clothingArmor,progression,Skill,EnChanged,Clothing / Armor,Armure lourde,Kleidung / Rüstung,,Armadura pesadas
clothingArmorDesc,progression,Skill,EnChanged,Receive less damage while wearing clothing or armor. Gain skill by taking damage while wearing items from this group.,,"Erleide weniger Schaden, während du Kleidung oder Rüstung trägst. Erhalte diese Fertigkeit, indem du Schaden erleidest, während du Gegenstände aus dieser Kategorie trägst.",,
healthNutDesc,progression,Skill,EnChanged,Raise your minimum and maximum wellness with every rank of this perk.,Augmente votre bien-être minimal et maximal de 10 points par rang.,Erhöhe den Mindest- und Maximalwert für dein Wohlbefinden mit jedem Rang dieser Eigenschaft.,,Aumenta 10 puntos de tu bienestar máximo y mínimo por nivel.
miner69erDesc,progression,Skill,EnChanged,Increase both block damage and harvested resources while decreasing the stamina used with mining tools.,Infligez 20 % de dégâts de bloc avec les outils miniers et consommez 10 % d'endurance en moins par coup par rang.,Erhöhe den Blockschaden und die erbeuteten Resourcen mit Bergbauwerkzeugen und verbrauche weniger Ausdauer pro Schlag.,,"Inflige 20 % más de daño en bloque con herramientas de minería. Además, cada golpe consume un 10 % menos de resistencia por nivel."
runForestRun,progression,Skill,EnChanged FrChanged,Run Forrest Run,"Cours Forrest, cours","Lauf Forrest, lauf!",,"Corre, Forrest, corre"
goDifficulty2,UI,Menu,EnChanged FrChanged GrChanged SpChanged ,Adventurer,Aventurier,Abenteurer,,Aventurero
goDifficulty3,UI,Menu,EnChanged FrChanged GrChanged SpChanged ,Nomad (default),Nomade (par défaut),Nomade (Standard),,Nómada (predeterminado)
rock01,blocks,Block,EnChanged GrChanged KgNone,Small Rock 01,Petite pierre,Kleiner Stein 01,,Piedra pequeña
rock02,blocks,Block,EnChanged GrChanged KgNone,Small Rock 02,Petite pierre,Kleiner Stein 02,,Piedra pequeña
rock03,blocks,Block,EnChanged GrChanged KgNone,Small Rock 03,Petite pierre,Kleiner Stein 03,,Piedra pequeña
rock04,blocks,Block,EnChanged GrChanged KgNone,Small Rock 04,Petite pierre,Kleiner Stein 04,,Piedra pequeña
rock05,blocks,Block,EnChanged GrChanged KgNone,Small Rock 05,Petite pierre,Kleiner Stein 05,,Piedra pequeña
rock06,blocks,Block,EnChanged GrChanged KgNone,Small Rock 06,Petite pierre,Kleiner Stein 06,,Piedra pequeña
rock07,blocks,Block,EnChanged GrChanged KgNone,Small Rock 07,Petite pierre,Kleiner Stein 07,,Piedra pequeña
rock08,blocks,Block,EnChanged GrChanged KgNone,Small Rock 08,Petite pierre,Kleiner Stein 08,,Piedra pequeña
rock09,blocks,Block,EnChanged GrChanged KgNone,Small Rock 09,Petite pierre,Kleiner Stein 09,,Piedra pequeña
rock10,blocks,Block,EnChanged GrChanged KgNone,Small Rock 10,Petite pierre,Kleiner Stein 10,,Piedra pequeña
rock11,blocks,Block,EnChanged GrChanged KgNone,Small Rock 11,Petite pierre,Kleiner Stein 11,,Piedra pequeña
rock12,blocks,Block,EnChanged GrChanged KgNone,Small Rock 12,Petite pierre,Kleiner Stein 12,,Piedra pequeña
craftSkillArmor,progression,Skill,EnChanged KeyChanged,Armor Crafting,Forgeron d'armures,Rüstungsschmied,,Forjar armaduras
craftSkillArmorDesc,progression,Skill,EnChanged KeyChanged,"Craft armor and clothes faster and at better quality while repairing them more efficiently. Buy levels of this perk to increase your skill from Crude to Novice, Apprentice, Journeyman, Professional and Master level.",,"Fertige Rüstungen und Kleidung schneller und von besserer Qualität und repariere sie zugleich effizienter. Kaufe die Fertigkeit um die Qualität von Krud auf Einfach, Lehrling, Geselle, Professionell und Meister zu verbessern.",,
candleTable,blocks,Block,EnChanged KgNone,Candle Table (POI),Bougie,Kerze Freistehend (POI),,Vela
candleWall,blocks,Block,EnChanged KgNone,Candle Wall (POI),Bougie,Kerze mit Wandhalterung (POI),,Vela
candleWallPlayer,blocks,Block,New,Candle Wall,Bougie,Kerze mit Wandhalterung,,Vela
treeAzalea,blocks,Block,EnChanged KgNone,Azalea,Bois,Holz,,Madera
wallTorch,blocks,Block,EnChanged KgNone,Wall Torch (POI),Torche,Fackel mit Wandhalterung (POI),,Antorcha
wallTorchPlayer,blocks,Block,New,Wall Torch,Torche,Fackel mit Wandhalterung,,Antorcha
woodStairsBoard,blocks,Block,EnChanged KgNone,Wood board stairs,Marches d'escaliers en bois,Holzstufen – Brett,,Tabla de escaleras de madera
mushroom01,blocks,Farming,EnChanged,Mushrooms 01 (POI),Champignons 01,Pilze 01 (POI),,Setas 01
mushroom02,blocks,Farming,EnChanged,Mushrooms 02 (POI),Champignons 02,Pilze 02 (POI),,Setas 02
plantedBlueberry3Harvest,blocks,Farming,EnChanged KgNone,Blueberry Plant (Harvestable),Myrtilles 3 récoltables,Gepflanzte Heidelbeere 3 – Ernte,,Sembrado Mora 3 Cosecha
signShopColdBeer,blocks,Sign,EnChanged KgNone,Sign (C)old Beer,Panneau bière fraîche,Bierladenschild,,Letrero de tienda Cerveza fría
woodLogSpike1Desc,blocks,Trap,EnChanged KgNone,"Log spike traps can damage, cripple, even kill enemies and last longer than spike traps. Place them using the secondary action. (Upgradable)","Les pièges avec des piques en rondin de bois peuvent infliger des dégâts aux ennemis, voire les handicaper ou les tuer. Ils durent plus longtemps que les pièges avec des piques. Placez-les à l'aide de l'action secondaire. (Améliorable)","Fallen mit spitzen Stämmen können Gegnern schaden, sie lähmen und sogar töten. Sie halten länger als Stachelfallen. Platziere sie mit der sekundären Aktion. (Aufwertbar)",,"Las trampas de pinchos de troncos de madera pueden dañar, lisiar e incluso matar a enemigos, y duran más que las trampas de pinchos. Usa la acción secundaria para colocarlas. (Se pueden mejorar)."
alcoholPoisoningDesc,buffs,Buff,EnChanged KgNone,You have alcohol poisoning. There may be a duration but you're too sick to figure it out.,"Vous êtes en état d'ébriété. Les effets ont une durée limitée, mais vous ne la connaissez pas.","Du hast eine Alkoholvergiftung. Dies hält vielleicht eine gewisse Zeit an, aber du kannst nicht rauskriegen, wie lange.",,"Tienes una congestión alcohólica. Puede que solo sea durante un rato, pero no sabes cuánto durará."
beerBuzz,buffs,Buff,EnChanged KgNone,Buzzed,Boost à la bière,Bierrausch,,Cerveza Buzz
treePlantedMaple1mDesc,items,Farming,EnChanged KgNone,Plant these seeds in dirt to grow a tree. They may grow in the desert but do prefer more fertile ground.,Plantez ces graines dans la terre pour faire pousser un arbre.,"Pflanze diese Samen in Erde, um einen Baum zu züchten.",,Planta estas semillas en la tierra para que crezca un árbol.
treePlantedMountainPine1mDesc,items,Farming,EnChanged KgNone,Plant these seeds in dirt to grow a tree. They may grow in the desert but do prefer more fertile ground.,Plantez ces graines dans la terre pour faire pousser un arbre.,"Pflanze diese Samen in Erde, um einen Baum zu züchten.",,Planta estas semillas en la tierra para que crezca un árbol.
treePlantedWinterPine1mDesc,items,Farming,EnChanged KgNone,Plant these seeds in dirt to grow a tree. They may grow in the desert but do prefer more fertile ground.,Plantez ces graines dans la terre pour faire pousser un arbre.,"Pflanze diese Samen in Erde, um einen Baum zu züchten.",,Planta estas semillas en la tierra para que crezca un árbol.
pickupCrops,UI,HUD,EnChanged KgNone,Press <{{0}}> to pick up: {0} {1},Appuyer sur <{{0}}> pour ramasser {0} {1},"<{{0}}> drücken, um {0} {1} aufzuheben",,Presiona <{{0}}> para recoger {0} {1}.
pickupPrompt,UI,HUD,EnChanged KgNone,Press <{{0}}> to pick up: {0},Appuyer sur <{{0}}> pour ramasser {0},"<{{0}}> drücken, um {0} aufzuheben",,Presiona <{{0}}> para recoger {0}.
friendInviteAccepted,UI,Menu,EnChanged KgNone,Accepted friend request from {0}.,Vous avez accepté la demande d'allié de {0}.,Verbündeteschaftsanfrage von {0} angenommen.,,Aceptaste la solicitud de aliado de {0}.
friendInviteAccepted2,UI,Menu,EnChanged KgNone,{0} accepted your friend request.,{0} a accepté votre demande d'allié.,{0} hat deine Verbündeteschaftsanfrage angenommen.,,{0} aceptó tu solicitud de aliado.
friendInviteDeclined,UI,Menu,EnChanged KgNone,Declined friend invite from {0}.,Vous avez refusé la demande d'allié de {0}.,Verbündeteschaftsanfrage von {0} abgelehnt.,,Rechazaste la invitación de aliado de {0}.
friendInviteDeclined2,UI,Menu,EnChanged KgNone,{0} declined your friend request.,{0} a refusé votre demande d'allié.,{0} hat deine Verbündeteschaftsanfrage abgelehnt.,,{0} rechazó tu solicitud de aliado.
friendInviteReceived,UI,Menu,EnChanged KgNone,Friend invite received from {0}.,Vous avez reçu une demande d'allié de {0}.,Verbündeteschaftsanfrage von {0} erhalten.,,Recibiste una solicitud de aliado de {0}.
friendRemoved,UI,Menu,EnChanged KgNone,{0} was removed from your friends list.,Vous avez retiré {0} de votre liste d'alliés.,{0} wurde aus deiner Verbündete entfernt.,,Se eliminó a {0} de tu lista de aliados.
friendRemoved2,UI,Menu,EnChanged KgNone,{0} removed you from their friends list.,{0} vous a retiré(e) de sa liste d'alliés.,Du wurdest aus der Verbündete von {0} entfernt.,,{0} te eliminó de su lista de aliados.
friendSentInvite,UI,Menu,EnChanged KgNone,Friend invite sent to {0}.,Vous avez envoyé une demande d'allié à {0}.,Verbündeteschaftsanfrage an {0} geschickt.,,Invitación de aliado enviada a {0}.
goDayLengthDesc,UI,Menu,EnChanged KgNone,How long it takes for 24 hours to pass in the game.,Durée réelle d'un cycle de 24 heures dans le jeu.,"Bestimmt, wie lange es in Echtzeit dauert, bis 24 Stunden im Spiel vergehen.",,Cuánto tardan en pasar las 24 horas en el juego en minutos reales.
lblCategoryScavenging,UI,Tooltip,EnChanged KgNone,Scavenging/Trading,Glanage,Plünderung,,Carroñar
itemTooltipFocusedOne,UI,Use Prompt,EnChanged KgNone,<{0}> Collect: {1},<{0}> pour récupérer {1},<{0}> Sammle {1},,<{0}> Recoge {1}
itemTooltipFocusedSeveral,UI,Use Prompt,EnChanged KgNone,<{0}> Collect: {2} of {1},<{0}> pour récupérer {1} sur {2},<{0}> Sammle {2} von: {1},,<{0}> Recoge {2} de {1}
cannotBreatheTooltip,buffs,Buff,EnChanged,You cannot breathe.,,,,
freshAirDesc,buffs,Buff,EnNone FrNone GrNone KgNone SpNone,,,,,
freshAirTooltip,buffs,Buff,EnNone FrNone GrNone KgNone SpNone,,,,,
InstantSickDrunk,buffs,Buff,EnNone FrNone GrNone KgNone SpNone,,,,,
chainLink,blocks,Block,GrChanged,Chain Link,Grillage,Maschendrahtzaun,,Eslabón
chainLinkCornerBottom,blocks,Block,GrChanged,Chain Link Corner Bottom,Angle inférieur de grillage,Maschendrahtzaun – Untere Ecke,,Eslabón inferior de esquina
chainLinkCornerTop,blocks,Block,GrChanged,Chain Link Corner Top,Angle supérieur de grillage,Maschendrahtzaun – Obere Ecke,,Eslabón superior de esquina
chainLinkFenceBottomPole,blocks,Block,GrChanged,Chain Link Fence Bottom Pole,Pied de poteau de grillage,Maschendrahtzaun – Unterer Zaunpfahl,,Poste de eslabón inferior de valla
chainLinkFenceTop,blocks,Block,GrChanged,Chain Link Fence Top,Sommet de grillage,Maschendrahtzaun – Oberer Zaun,,Eslabón superior de valla
chainLinkFenceTopPole,blocks,Block,GrChanged,Chain Link Fence Top Pole,Sommet de poteau de grillage,Maschendrahtzaun – Oberer Zaunpfosten,,Poste de eslabón superior de valla
chainLinkFenceTopPole2,blocks,Block,GrChanged,Chain Link Fence Top Pole2,Sommet de poteau de grillage 2,Maschendrahtzaun – Oberer Zaunpfosten 2,,Poste de eslabón superior de valla 2
chainLinkPole,blocks,Block,GrChanged,Chain Link Pole,Poteau de grillage,Maschendrahtzaun – Pfosten,,Poste de eslabón
corrugatedMetalCTRPlate,blocks,Block,GrChanged,Corrugated Metal Center Plate,Plaque de tôle centrale,Wellblechplatte – Mittig,,Placa central de metal corrugado
ductSoft,blocks,Block,GrChanged,Duct Soft,Conduit souple,Luftschacht,,Conducto flexible
ductSoftCorner,blocks,Block,GrChanged,Duct Soft Corner,Angle de conduit souple,Luftschacht – Ecke,,Esquina de conducto flexible
ductSoftCorner2,blocks,Block,GrChanged,Duct Soft Corner2,Angle de conduit souple 2,Luftschacht – Ecke 2,,Esquina 2 de conducto flexible
glassIndustrial02Broken01CTRPlate,blocks,Block,GrChanged,Glass Industrial02 Broken01 Center Plate,Plaque centrale de verre industriel 02 cassée 01,Zerbrochenes 01 Industrieglas 02 – Mittig,,Placa central rota 1 de cristal industrial v2
glassIndustrial02Broken02CTRPlate,blocks,Block,GrChanged,Glass Industrial02 Broken02 Center Plate,Plaque centrale de verre industriel 02 cassée 02,Zerbrochenes 02 Industrieglas 02 – Mittig,,Placa central rota 2 de cristal industrial v2
plainWoodBarricade02CTRPlate,blocks,Block,GrChanged,Plain Wood Barricade02 Center Plate,Plaque centrale de barricade 02 en bois,Einfache Holzbarrikade 02 – Mittig,,Placa central de barricada de madera plana 2
plywoodOsbCTRPlate,blocks,Block,GrChanged,Plywood Osb Center Plate,Plaque centrale de contreplaqué,Zentrierte Mittlere Sperrholz-Grobspanplatte,,Placa centrada de tablero de madera contrachapada
rConcreteCTRPlate,blocks,Block,GrChanged,Reinforced Concrete Center Plate,Plaque centrale en béton renforcé,Verstärkte Betonplatte - Mittig,,Placa central de hormigón reforzado
cntBackpack02,blocks,Container,GrChanged,Decomposing Backpack,Sac à dos en décomposition,Zerfallender Rucksack,,Mochila en descomposición
signShopBookStoreLargeLit,blocks,Sign,GrChanged,Sign Shop Book Store Large Lit,Grand panneau éclairé de librairie,"Großes Buchladenschild, erleuchtet",,Letrero de tienda Librería Enorme Encendido
signShopBookStoreLargeWall,blocks,Sign,GrChanged,Sign Shop Book Store Large Wall,Grand panneau mural de librairie,"Großes Buchladenschild, Wand",,Letrero de tienda Librería Enorme Pared
signShopBookStoreLargeWallLit,blocks,Sign,GrChanged,Sign Shop Book Store Large Wall Lit,Grand panneau mural éclairé de librairie,"Großes Buchladenschild, erleuchtet, Wand",,Letrero de tienda Librería Enorme Pared Encendido
signShopBookStoreLit,blocks,Sign,GrChanged,Sign Shop Book Store Lit,Panneau éclairé de librairie,"Buchladenschild, erleuchtet",,Letrero de tienda Librería Encendido
signShopBookStoreWall,blocks,Sign,GrChanged,Sign Shop Book Store Wall,Panneau mural de librairie,"Buchladenschild, Wand",,Letrero de tienda Librería Pared
signShopBookStoreWallLit,blocks,Sign,GrChanged,Sign Shop Book Store Wall Lit,Panneau mural éclairé de librairie,"Buchladenschild, erleuchtet, Wand",,Letrero de tienda Librería Pared Encendido
signShopGasLargeLit,blocks,Sign,GrChanged,Sign Shop Gas Large Lit,Grand panneau éclairé de station essence,"Großes Tankstellenschild, erleuchtet",,Letrero de tienda Gas Enorme Encendido
signShopGasLargeWall,blocks,Sign,GrChanged,Sign Shop Gas Large Wall,Grand panneau mural de station essence,"Großes Tankstellenschild, Wand",,Letrero de tienda Gas Enorme Pared
signShopGasLargeWallLit,blocks,Sign,GrChanged,Sign Shop Gas Large Wall Lit,Grand panneau mural éclairé de station essence,"Großes Tankstellenschild, erleuchtet, Wand",,Letrero de tienda Gas Enorme Pared Encendido
signShopGasLit,blocks,Sign,GrChanged,Sign Shop Gas Lit,Panneau éclairé de station essence,"Tankstellenschild, erleuchtet",,Letrero de tienda Gas Encendido
signShopGasWall,blocks,Sign,GrChanged,Sign Shop Gas Wall,Panneau mural de station essence,"Tankstellenschild, Wand",,Letrero de tienda Gas Pared
signShopGasWallLit,blocks,Sign,GrChanged,Sign Shop Gas Wall Lit,Panneau mural éclairé de station essence,"Tankstellenschild, erleuchtet, Wand",,Letrero de tienda Gas Pared Encendido
signShopGroceryLargeLit,blocks,Sign,GrChanged,Sign Shop Grocery Large Lit,Grand panneau éclairé d'épicerie,"Großes Lebensmittelladenschild, erleuchtet",,Letrero de tienda Comestibles Enorme Encendido
signShopGroceryLargeWall,blocks,Sign,GrChanged,Sign Shop Grocery Large Wall,Grand panneau mural d'épicerie,"Großes Lebensmittelladenschild, Wand",,Letrero de tienda Comestibles Enorme Pared
signShopGroceryLargeWallLit,blocks,Sign,GrChanged,Sign Shop Grocery Large Wall Lit,Grand panneau mural éclairé d'épicerie,"Großes Lebensmittelladenschild, erleuchtet, Wand",,Letrero de tienda Comestibles Enorme Pared Encendido
signShopGroceryLit,blocks,Sign,GrChanged,Sign Shop Grocery Lit,Panneau éclairé d'épicerie,"Lebensmittelladenschild, erleuchtet",,Letrero de tienda Comestibles Encendido
signShopGroceryWall,blocks,Sign,GrChanged,Sign Shop Grocery Wall,Panneau mural d'épicerie,"Lebensmittelladenschild, Wand",,Letrero de tienda Comestibles Pared
signShopGroceryWallLit,blocks,Sign,GrChanged,Sign Shop Grocery Wall Lit,Panneau mural éclairé d'épicerie,"Lebensmittelladenschild, erleuchtet, Wand",,Letrero de tienda Comestibles Pared Encendido
signShopGunStoreLargeLit,blocks,Sign,GrChanged,Sign Shop Gun Store Large Lit,Grand panneau éclairé d'armurerie,"Großes Waffenladenschild, erleuchtet",,Letrero de tienda Tienda de armas Enorme Encendido
signShopGunStoreLargeWall,blocks,Sign,GrChanged,Sign Shop Gun Store Large Wall,Grand panneau mural d'armurerie,"Großes Waffenladenschild, Wand",,Letrero de tienda Tienda de armas Enorme Pared
signShopGunStoreLargeWallLit,blocks,Sign,GrChanged,Sign Shop Gun Store Large Wall Lit,Grand panneau mural éclairé d'armurerie,"Großes Waffenladenschild, erleuchtet, Wand",,Letrero de tienda Tienda de armas Enorme Pared Encendido
signShopGunStoreLit,blocks,Sign,GrChanged,Sign Shop Gun Store Lit,Panneau éclairé d'armurerie,"Waffenladenschild, erleuchtet",,Letrero de tienda Tienda de armas Encendido
signShopGunStoreWall,blocks,Sign,GrChanged,Sign Shop Gun Store Wall,Panneau mural d'armurerie,"Waffenladenschild, Wand",,Letrero de tienda Tienda de armas Pared
signShopGunStoreWallLit,blocks,Sign,GrChanged,Sign Shop Gun Store Wall Lit,Panneau mural éclaire d'armurerie,"Waffenladenschild, erleuchtet, Wand",,Letrero de tienda Tienda de armas Pared Encendido
signShopPharmacyLargeLit,blocks,Sign,GrChanged,Sign Shop Pharmacy Large Lit,Grand panneau éclairé de pharmacie,"Großes Apothekenschild, erleuchtet",,Letrero de tienda Farmacia Enorme Encendido
signShopPharmacyLargeWall,blocks,Sign,GrChanged,Sign Shop Pharmacy Large Wall,Grand panneau mural de pharmacie,"Großes Apothekenschild, Wand",,Letrero de tienda Farmacia Enorme Pared
signShopPharmacyLargeWallLit,blocks,Sign,GrChanged,Sign Shop Pharmacy Large Wall Lit,Grand panneau mural éclairé de pharmacie,"Großes Apothekenschild, erleuchtet, Wand",,Letrero de tienda Farmacia Enorme Pared Encendido
signShopPharmacyLit,blocks,Sign,GrChanged,Sign Shop Pharmacy Lit,Panneau éclairé de pharmacie,"Apothekenschild, erleuchtet",,Letrero de tienda Farmacia Encendido
signShopPharmacyWall,blocks,Sign,GrChanged,Sign Shop Pharmacy Wall,Panneau mural de pharmacie,"Apothekenschild, Wand",,Letrero de tienda Farmacia Pared
signShopPharmacyWallLit,blocks,Sign,GrChanged,Sign Shop Pharmacy Wall Lit,Panneau mural éclairé de pharmacie,"Apothekenschild, erleuchtet, Wand",,Letrero de tienda Farmacia Pared Encendido
signShopToolStoreLargeLit,blocks,Sign,GrChanged,Sign Shop Tool Store Large Lit,Grand panneau éclairé de magasin de jouets,"Großes Werkzeugladenschild, erleuchtet",,Letrero de tienda Tienda de herramientas Enorme Encendido
signShopToolStoreLargeWall,blocks,Sign,GrChanged,Sign Shop Tool Store Large Wall,Grand panneau mural de magasin de jouets,"Großes Werkzeugladenschild, Wand",,Letrero de tienda Tienda de herramientas Enorme Pared
signShopToolStoreLargeWallLit,blocks,Sign,GrChanged,Sign Shop Tool Store Large Wall Lit,Grand panneau mural éclairé de magasin de jouets,"Großes Werkzeugladenschild, erleuchtet, Wand",,Letrero de tienda Tienda de herramientas Enorme Pared Encendido
signShopToolStoreLit,blocks,Sign,GrChanged,Sign Shop Tool Store Lit,Panneau éclairé de magasin de jouets,"Werkzeugladenschild, erleuchtet",,Letrero de tienda Tienda de herramientas Encendido
signShopToolStoreWall,blocks,Sign,GrChanged,Sign Shop Tool Store Wall,Panneau mural de magasin de jouets,"Werkzeugladenschild, Wand",,Letrero de tienda Tienda de herramientas Pared
signShopToolStoreWallLit,blocks,Sign,GrChanged,Sign Shop Tool Store Wall Lit,Panneau mural éclairé de magasin de jouets,"Werkzeugladenschild, erleuchtet, Wand",,Letrero de tienda Tienda de herramientas Pared Encendido
snowDesc,blocks,Terrain,GrChanged,Snow is another source of water. Melt it at a campfire if you have some empty cans or jars.,La neige peut être une source d'eau. Faites-la fondre au feu de camp si vous avez des conserves ou des bocaux vides.,"Schnee kann an einem Lagerfeuer geschmolzen werden, wenn du ein paar leere Dosen oder Gläser hast.",,La nieve es otra fuente de agua. Derrítela en una fogata si tienes latas o tarros vacíos.
betterLeadThanDeadDesc,progression,Perk,GrChanged,This is my rifle. There are many like it but this one does more damage with every rank.,"Voici mon fusil. Il en existe beaucoup comme ça, mais celui-ci inflige de plus en plus de dégâts au fil des rangs.","Dies ist mein Gewehr. Es gibt viele wie dieses, aber dieses hier verursacht mit jedem Rang mehr Schaden.",,"Este es mi rifle. Hay muchos otros, pero este inflige más daño con cada nivel."
sexualTyranosaurus,progression,Perk,GrChanged,Sexual Tyrannosaurus,Tyrannosaure en rut,Wie ein Wildes Tier,,Tiranosaurio sexual
pummelPete,progression,Skill,GrChanged,Pummel Pete,Rosser Pete,Haudrauf,,Pete apalea
lblAttributeFalloffRange,UI,Item Info,GrChanged,Range,Portée,Reichweite,,Rango
goLandClaimDeadZone,UI,Menu,GrChanged,Claim Deadzone,Revendiquer la zone morte,Pufferzone des Gebiets,,Reclamar zona muerta
door,,item,GrNone,Door,Porte,,Tür,Puerta
brickDestroyedBlock01,blocks,Block,KeyChanged,Brick Destroyed Block 01,Bloc de briques délabrées 1,"Zerbrochener, verwitterter Ziegel 1 – Block",,Bloque grieta de ladrillo deteriorado 1
brickDestroyedBlock02,blocks,Block,KeyChanged,Brick Destroyed Block 02,Bloc de briques délabrées 2,"Zerbrochener, verwitterter Ziegel 2 – Block",,Bloque grieta de ladrillo deteriorado 2
brickDestroyedBlock03,blocks,Block,KeyChanged,Brick Destroyed Block 03,Bloc de briques délabrées 3,"Zerbrochener, verwitterter Ziegel 3 – Block",,Bloque grieta de ladrillo deteriorado 3
corrugatedMetalPole,blocks,Block,KeyChanged,Corrugated Metal Pole,Poteau en fer rouillé,Rostiger Eisenpfosten,,Poste de hierro oxidado
corrugatedMetalStairs25,blocks,Block,KeyChanged,Corrugated Metal Stairs25,Escalier 25 en fer rouillé,Rostige Eisenstufen 25,,Escaleras de hierro oxidadas 25
